smiles NumRings NumAromaticCarbocycles NumAromaticRings NumAliphaticRings NumAromaticHeterocycles NumHeteroatoms NumSaturatedHeterocycles NumSaturatedCarbocycles NumSaturatedRings NOCount
CCN(CC)c1ccc(C(=O)C(=O)N2C3CCCC2C2c4c(cc(OC)cc4OC)CCN2C3=O)cc1 5 2 2 3 0 8 2 0 2 8
CC(=O)N1[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2ccc(F)c(Cl)c2)[C@@]2(C(=O)Nc3cc(Cl)c(F)cc32)[C@H]1CC(C)(C)C 4 2 2 2 0 12 1 0 1 8
CC[C@H](N)C(=O)N[C@@H]1C(=O)N2[C@H](CC[C@H]2C(=O)NC(c2ccccc2)c2ccccc2)CC[C@@H]1CCNCc1ccccc1 5 3 3 2 0 8 2 0 2 8
COc1cc(/C=C/C(=O)c2ccc(Nc3cc(C)nc4nc(SCc5nc6ccccc6[nH]5)nn34)cc2)cc(OC)c1OC 6 3 6 0 3 12 0 0 0 11
CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CS)NC(=O)[C@H](C)N)C(=O)NCCOCCOCC(=O)NCCN(CC(=O)NCCN(CC(=O)NCCN(CC(=O)NCCN(CC(=O)NCCN(CC(=O)NCCN(CC(=O)NCCN(CC(=O)NCC(N)=O)C(=O)Cn1cnc2c(=O)[nH]c(N)nc21)C(=O)Cn1cnc2c(N)ncnc21)C(=O)Cn1ccc(N)nc1=O)C(=O)Cn1cnc2c(N)ncnc21)C(=O)Cn1cc(C)c(=O)[nH]c1=O)C(=O)Cn1ccc(N)nc1=O)C(=O)Cn1ccc(N)nc1=O 11 0 10 1 10 76 1 0 1 75
CC1=CC(c2ccc(Cl)cc2)n2nc(NS(=O)(=O)c3ccc(C)cc3)nc2N1 4 2 3 1 1 9 0 0 0 7
CC(C)C[C@@H](N=C(N)N)C(=O)NCC(=O)N1CCC(c2cc(-c3ccc(OCc4ccccc4)c(Cl)c3Cl)nn2C)CC1 4 2 3 1 1 12 1 0 1 10
CC(C)[C@H](NC(=O)[C@H](C)N)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O 2 2 2 0 0 12 0 0 0 12
Cc1cc(C)c(S(=O)(=O)N[C@@H](Cc2ccc(-c3cccc(NC(=O)NCc4ccc(C(F)(F)F)cc4)c3)cc2)C(=O)O)c(C)c1 4 4 4 0 0 12 0 0 0 8
Cn1cc(-c2nc3ccc(CC(=O)N4C[C@@H](F)C[C@H]4CO[C@H]4CC[C@H](C(=O)O)CC4)cc3o2)c2cc(Cl)ccc21 6 2 4 2 2 10 1 1 2 8
CC[C@@H](CNS(=O)(=O)C(F)(F)F)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1 3 2 2 1 0 13 1 0 1 7
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NC1CC1 1 0 0 1 0 2 0 1 1 2
CC(C)[C@H](NC(=O)[C@H](C)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O 2 1 1 1 0 9 1 0 1 9
COc1nc(N(C)C)ncc1-c1cc2c(n1C(C)C)C(c1ccc(Cl)cc1)N(c1c(F)c(C)nn1C)C2=O 5 1 4 1 3 11 0 0 0 9
COC(=O)C[C@@H](c1ccc(OC)nc1)N(C)C(=O)CCCCc1nc2c(cc1C)CCCN2 3 0 2 1 2 8 0 0 0 8
N=C(N)N[C@@H](C(=O)NCC(=O)N1CCC(c2cc(-c3ccc(O)cc3Cl)n[nH]2)CC1)C1CCCCC1 4 1 2 2 1 11 1 1 2 10
O=C(CN1C(=O)c2ccccc2C1=O)N1CCN(c2ccccc2)CC1 4 2 2 2 0 6 1 0 1 6
COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)[C@@]2(CCCN(C)C)CCCO2)C(=O)O)cc1 3 2 2 1 0 8 1 0 1 8
CCOc1ccc(NC2=C(C(=O)c3ccccc3)C(c3ccc(Br)cc3)N(CCCn3ccnc3)C2=O)cc1 5 3 4 1 1 8 0 0 0 7
O=C(/C=C/c1ccc(Sc2ccccc2OC[C@H]2CC[C@@H](C(=O)O)CC2)c(C(F)(F)F)c1C(F)(F)F)N1CCOCC1 4 2 2 2 0 13 1 1 2 6
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)c1cccc(F)c1 3 2 3 0 1 6 0 0 0 5
NC(=O)c1ccc(-n2cc(-c3cccc([N+](=O)[O-])c3)nn2)cc1 3 2 3 0 1 8 0 0 0 8
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)c1cc(Br)ccc1Cl 3 2 3 0 1 7 0 0 0 5
CCOC(=O)c1cn(C)c(=O)cc1Cl 1 0 1 0 1 5 0 0 0 4
CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl 1 1 1 0 0 7 0 0 0 3
Cc1cc(N2CCN(Cc3ccccc3)CC2)n2nc(SCc3ccccc3)nc2n1 5 2 4 1 2 7 1 0 1 6
CN1CC(C)(COc2ccc(C(=N)N)cc2)Oc2ccc(N(Cc3cc(F)cc(F)c3)C(=O)C(=O)O)cc21 4 3 3 1 0 11 0 0 0 9
CCc1ccc(OCC(=O)Nc2cc(B(O)O)ccc2O)cc1 2 2 2 0 0 7 0 0 0 6
CC(C)CN(Cc1cc(Cl)cc(CN(CC(C)C)S(=O)(=O)c2cc(Cl)cc(Cl)c2O)c1)C(=O)c1ccc(SC(F)(F)F)cc1 3 3 3 0 0 14 0 0 0 6
N=C(N)NCCC[C@@H]1NC(=O)[C@H](CC(=O)O)NC(=O)C[S+]([O-])C[C@@H](C(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O 1 0 0 1 0 21 1 0 1 20
N=C(N)NCCC[C@@H]1NC(=O)CNC(=O)C(c2ccc(C(F)(F)F)cc2)SC[C@@H](C(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O 2 1 1 1 0 21 1 0 1 17
CN(C[C@@H](C1CC1)N1C(=O)[C@](C)(CC(=O)O)C[C@@H](c2cccc(Cl)c2)[C@@H]1c1ccc(Cl)cc1)S(=O)(=O)c1ccc(Cl)s1 5 2 3 2 1 12 1 1 2 7
Clc1ccc2c(c1)C(c1ccccc1)=NC=C1NN=CN12 4 2 2 2 0 5 0 0 0 4
O=C1ON=C(c2ccccc2)/C1=C/c1ccccc1 3 2 2 1 0 3 0 0 0 3
CN(C(=O)c1ccc2c(c1)CN(CCc1ccccc1)C(=O)C(CC(=O)O)N2)c1cccc(C(=N)N)c1 4 3 3 1 0 9 0 0 0 9
CS(=O)(=O)c1ccc([C@@H](CC(=O)O)NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)cc1 3 2 2 1 0 13 1 0 1 9
COC1=C(c2cc(Cl)cc(Cl)c2)C(=O)N2CCC[C@@]12Cc1ccc(C#N)cc1 4 2 2 2 0 6 1 0 1 4
O=C(Cc1ccccc1)Nc1sc2c(c1C(=O)Nc1ccccn1)CCCCC2 4 1 3 1 2 6 0 0 0 5
Cc1ncsc1CCCl 1 0 1 0 1 3 0 0 0 1
CO[C@]1(Cc2ccccc2Br)CC[C@@H](N2CCc3c(ncnc3NS(=O)(=O)c3ccc(N[C@H](CCN(C)C)CSc4ccccc4)c(S(=O)(=O)C(F)(F)F)c3)C2)CC1 6 3 4 2 1 18 0 1 1 11
CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(S(F)(F)(F)(F)F)c2)CC1 3 2 2 1 0 10 1 0 1 4
OCCN1CCN(C(=S)Nc2ccccc2)CC1 2 1 1 1 0 5 1 0 1 4
CC[C@H](COCC1(C(=N)O)CC1)N1C(=O)[C@H](CC(=O)O)C[C@@H](c2cccc(Cl)c2)C1c1ccc(Cl)cc1 4 2 2 2 0 9 1 1 2 7
C[C@@H]1NC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC1=O 3 2 2 1 0 14 1 0 1 12
C=Cc1ccc(C(=O)c2[nH]c(Cl)c(Cl)c2-n2c(C(=O)c3ccc(C=C)cc3O)cc(Cl)c2Cl)c(O)c1 4 2 4 0 2 10 0 0 0 6
CCCc1cc2c(OC(=O)CC)c(-c3ccc(C(=O)OCC)o3)c(=O)oc2cc1OC 3 1 3 0 2 8 0 0 0 8
CCc1ccc2oc(=O)n(Cc3cccc(O)c3)c2c1 3 2 3 0 1 4 0 0 0 4
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ncnc3c2CCN(C2CCN(Cc4ccccc4-c4ccc(C(F)(F)F)cc4)CC2)C3)cc1S(=O)(=O)C(F)(F)F 7 4 5 2 1 20 1 0 1 11
CCOc1ccc(C(C)=O)cc1Nc1ccc2ccn(S(C)(=O)=O)c2c1 3 2 3 0 1 7 0 0 0 6
COc1ccc(C(=O)N(C)C)cc1-c1cc2c(n1C(C)C)C(c1ccc(Cl)cc1)N(c1cc(Cl)ccc1C)C2=O 5 3 4 1 1 8 0 0 0 6
C=CCSc1nc2nc(C)cc(Sc3nnnn3CC[NH+](C)C)n2n1.[Cl-] 3 0 3 0 3 12 0 0 0 9
O=c1c2ccccc2[nH]c2ccc(O)cc12 3 2 3 0 1 3 0 0 0 3
COc1ccc(OC)c(C2=Nn3c(nnc3-c3ccccc3C)SC2)c1 4 2 3 1 1 7 0 0 0 6
COc1ccc(CCCOC(=O)C2CCCCN2S(=O)(=O)Cc2ccccc2)cc1OC 3 2 2 1 0 8 1 0 1 7
CCC/C(=C1/SC(=S)N([C@@H](CC(C)C)C(=O)O)C1=O)c1ccccc1 2 1 1 1 0 6 1 0 1 4
COC1(CC(C)(C)C)CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@H](CCN(C)C)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1 4 3 3 1 0 13 1 0 1 11
CC(=O)N[C@H]1CSS[C@H](c2ccccc2)[C@@H](C(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)N(C)C1=O 2 1 1 1 0 19 1 0 1 17
CC[C@H]([C@H](C)O)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1 3 2 2 1 0 7 1 0 1 5
c1ccc2c(CCNc3ccc(N(c4ccncc4)c4ccncc4)cc3)c[nH]c2c1 5 2 5 0 3 5 0 0 0 5
Cc1ncccc1C(=O)N[C@@H](Cc1ccc(NC(=O)c2c(Cl)cccc2Cl)cc1)C(=O)O 3 2 3 0 1 9 0 0 0 7
CC[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@](C)(NC(=O)C(C)C)CCCCNC(=O)[C@@H](c2ccccc2)NC1=O 2 1 1 1 0 13 1 0 1 13
O=C(O)C[C@@H](NC(=O)CNC(=O)c1cc(O)cc(NC2=NCCCN2)c1)c1cc(Br)cc(Br)c1O 3 2 2 1 0 13 0 0 0 11
C/C=C/[C@H](CC(=O)O)NC(=O)CN(CCC(C)C)C(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1 2 2 2 0 0 9 0 0 0 9
CNCCCS(=O)(=O)c1cnc2n1[C@](C)(Cc1ccc(Br)cc1)C(=O)N2c1cc(Cl)cc(Cl)c1 4 2 3 1 1 11 0 0 0 7
O=C(O)CC(NC(=O)CNC(=O)c1cnc(NC(=O)NCc2ccccc2)o1)c1cccnc1 3 1 3 0 2 12 0 0 0 12
Cc1ccc(S(=O)(=O)N[C@@H](CNC(=O)c2cc3n(n2)CCCN(CCC2CCNCC2)C3=O)C(=O)O)cc1 4 1 2 2 1 13 1 0 1 12
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(=O)O)NC(=O)CCc2cccc3c2oc2c(cccc23)CCNC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC1=O 5 3 4 1 1 23 0 0 0 23
CCCCCC[C@H]1C(=O)O[C@H](C)[C@H](NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@@H]1OC(=O)CC(C)C 2 1 1 1 0 11 1 0 1 11
COc1ncc(C(CC(=O)O)CC2CCN(C(=O)CCc3ccc4c(n3)NCCC4)CC2)c(OC)n1 4 0 2 2 2 10 1 0 1 10
O=C(/C=C/c1ccccc1)Nc1nnc(SCc2ccccc2)[nH]1 3 2 3 0 1 6 0 0 0 5
COc1ncc(-c2cc3c(n2C(C)C)[C@H](c2ccc(Cl)cc2C)N(c2cc(Cl)c(=O)n(C)c2)C3=O)c(OC)n1 5 1 4 1 3 11 0 0 0 9
N#CC(=C(\N)Sc1ccccc1N)/C(C#N)=C(/N)Sc1ccccc1N 2 2 2 0 0 8 0 0 0 6
CO[C@H]1C[C@@H](CO[C@H]2CC[C@H](C(=O)O)CC2)N(C(=O)Cc2cc(Cl)c(NC(=O)c3cn(C)c4ccccc34)cc2F)C1 5 2 3 2 1 11 1 1 2 9
Cl.Cl.NCCCn1c(=O)c2ccc3c4ccc5c(=O)n(CCCN)c(=O)c6ccc(c7ccc(c1=O)c2c37)c4c56 7 5 5 2 0 10 0 0 0 8
CCN(CC)c1ccc(CNCc2c[nH]nc2-c2ccccc2)cc1 3 2 3 0 1 4 0 0 0 4
O=C(O)CSc1cc(NS(=O)(=O)c2cccs2)c2ccccc2c1O 3 2 3 0 1 9 0 0 0 6
Cc1ccc(C2C(C#N)=C(N)Oc3cc(N)ccc32)cc1 3 2 2 1 0 4 0 0 0 4
CN(C)CC1CCn2c(c(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c3ccccc32)C1 6 2 4 2 2 6 0 0 0 6
Cc1nnc(NN)c2c1[nH]c1ccccc12 3 1 3 0 2 5 0 0 0 5
CCOC(=O)CCNc1cc(Nc2ccc3[nH]c(=O)[nH]c3c2)c(Cl)cc1[N+](=O)[O-] 3 2 3 0 1 11 0 0 0 10
CCSc1nc2sc3c(c2c(=O)n1-c1ccccc1)CCN(C)C3 4 1 3 1 2 6 0 0 0 4
Oc1cc(-c2ccccc2)nc2c(-c3ccccc3)c(C(F)(F)F)nn12 4 2 4 0 2 7 0 0 0 4
CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1CCC[C@H]1C(=O)Nc1c(C)ccc2ncccc12 3 1 2 1 1 8 1 0 1 8
Cl.O=C(c1cnccc1C(F)(F)F)N1CCCC(Oc2ccc(Br)cc2)(C(=O)N2CCN(c3ccccn3)CC2)C1 5 1 3 2 2 13 2 0 2 8
CC(=O)N1CCc2[nH]c3ccc(C)cc3c2C1 3 1 2 1 1 3 0 0 0 3
COc1ccc(CC(=O)NNc2cc(C)nc3nc(SCc4ccccc4)nn23)cc1OC 4 2 4 0 2 10 0 0 0 9
NC(=O)c1ccc2c(c1)S(=O)(=O)c1ccccc1C2=O 3 2 2 1 0 6 0 0 0 5
CCn1c(=O)/c(=C2\Sc3cc(Cl)ccc3N2C)s/c1=C\c1scc[n+]1Cc1c(C)noc1C.[Cl-] 5 1 4 1 3 11 0 0 0 6
O=S(=O)(CC1(c2ccc(N=C=S)cc2)COC1)c1ccccc1 3 2 2 1 0 6 1 0 1 4
CC(=O)Nc1ccccc1N1CCN(C(=O)C2(Oc3ccc(C(F)(F)F)cc3)CCCN(C(=O)c3cnccc3C(F)(F)F)C2)CC1.Cl 5 2 3 2 1 16 2 0 2 9
CC[C@H](NC)C(=O)N[C@@H]1C(=O)N2[C@@H](CC[C@@H]1CO)CC[C@H]2C(=O)N[C@H](C(=O)NCCNC(=O)CCC#CC#CCCC(=O)NCCNC(=O)[C@@H](NC(=O)[C@@H]1CC[C@@H]2CC[C@H](CO)[C@H](NC(=O)[C@H](CC)NC)C(=O)N21)c1ccccc1)c1ccccc1.O=C(O)C(F)(F)F 6 2 2 4 0 29 4 0 4 26
CO[C@H]1CCN(C(=O)Cc2ccc3nc(Nc4cc(F)ccc4C)oc3c2F)[C@@H]1CO[C@H]1CC[C@H](C(=O)O)CC1 5 2 3 2 1 11 1 1 2 9
N=C(N)c1ccc(N2CC3(CCN(C(=O)CCCC(=O)O)CC3)NC2=O)cc1 3 1 1 2 0 9 2 0 2 9
N=C(N)NCCC[C@@H]1NC(=O)C[C@H]2C(=O)N[C@H](CNC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O)C(=O)N2Cc1ccc(CNC(=O)CCC(=O)O)cc1 4 1 1 3 0 21 3 0 3 21
CCN(CC)CC(=O)Nc1c(C#N)cnn1-c1ccccc1 2 1 2 0 1 6 0 0 0 6
N=C(N)Nc1cccc(C(=O)Nc2ccc(/C=C/C(=O)O)c(C(=O)O)c2)c1 2 2 2 0 0 9 0 0 0 9
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)Nc2nc(C(F)(F)F)nc3c2CCN(C2CCN(CC4=C(c5ccc(Cl)cc5)CCC(C)(C)C4)CC2)C3)cc1S(=O)(=O)C(F)(F)F 7 3 4 3 1 21 1 0 1 11
O=C(NS(=O)(=O)CC12CC3CC(CC(C3)C1)C2)c1ccc(N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)cc1 8 3 3 5 0 8 1 4 5 6
CC1CCCCC1NC(=O)COC(=O)c1c2c(nc3ccccc13)/C(=C/c1ccco1)CC2 5 1 3 2 2 6 0 1 1 6
CCOc1ccc(C2=Nn3c(nnc3-c3ccccc3OC)SC2)cc1 4 2 3 1 1 7 0 0 0 6
COP(=S)(OC)Oc1ccc(SC)c(C)c1 1 1 1 0 0 6 0 0 0 3
CCN(CC)c1ncc(N(CC)C(=O)N2CCOCC2)c(N[C@@H](Cc2ccc(OC(=O)N3CCCC3)cc2)C(=O)O)n1 4 1 2 2 1 13 2 0 2 13
O=[N+]([O-])c1c(Nc2cccc(C(F)(F)F)c2)ccc2nonc12 3 2 3 0 1 10 0 0 0 7
N=C(N)N1CCN(Cc2cn(CC(=O)N[C@@H](C(=O)O)c3ccccc3)nn2)CC1 3 1 2 1 1 11 1 0 1 11
CC(C)C(=O)Sc1ccccc1NC(=O)c1ccccc1 2 2 2 0 0 4 0 0 0 3
CN1C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1Cc1ccccc1 3 2 2 1 0 15 1 0 1 15
N=C(N)NCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCCCC1 5 3 4 1 1 13 1 0 1 13
CC[C@@H](CN(C)S(=O)(=O)C1CC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1 4 2 2 2 0 10 1 1 2 7
COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)[C@@]2(CC(C)C)CCCO2)C(=O)O)cc1 3 2 2 1 0 7 1 0 1 7
CN1Cc2cc(C(=O)NCCNc3ccccn3)ccc2N[C@@H](CC(=O)O)C1=O 3 1 2 1 1 9 0 0 0 9
COc1ccc(C(NC(=O)c2cccnc2)c2cc(Cl)c3cccnc3c2O)cc1OC 4 2 4 0 2 8 0 0 0 7
CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)CC 3 2 2 1 0 29 1 0 1 29
O=C(Nc1cccc(CO)c1)c1ccc(NS(=O)(=O)c2ccc(F)cc2)cc1 3 3 3 0 0 8 0 0 0 6
O=C1C(Cl)=C(N2CCOCC2)C(=O)N1c1ccccc1Cl 3 1 1 2 0 7 1 0 1 5
CN1C2=C(C(c3ccc(Br)cc3)Oc3cccc(F)c32)C(c2ccc(Br)cc2)n2ncnc21 6 3 4 2 1 8 0 0 0 5
CCn1c(=O)/c(=C2\Sc3cc(Cl)ccc3N2C)s/c1=C\c1scc[n+]1Cc1csc(NC(C)=O)n1.[Cl-] 5 1 4 1 3 13 0 0 0 7
COc1ccc(CCC(=O)O)cc1-c1cc(-c2ccc(F)cc2)n(Cc2ccccc2)n1 4 3 4 0 1 6 0 0 0 5
CCOc1cc(-c2c(C)noc2C)cc(C(O)c2cccc(F)c2)c1 3 2 3 0 1 5 0 0 0 4
CCCCc1ccc(Nc2cc(C)nc3nc(SCc4ccc(F)cc4)nn23)cc1 4 2 4 0 2 7 0 0 0 5
O=C(O)C[C@H](NC(=O)[C@@H]1CC(=O)N(c2cccc(NC3=NCCCN3)c2)C1)c1ccc2c(c1)OCO2 5 2 2 3 0 11 1 0 1 11
O=C(OCCc1ccccc1)[C@@H]1CCCN1C(=O)Nc1ccccc1 3 2 2 1 0 5 1 0 1 5
O=C(O)CN(c1ccc(N(CC(=O)O)S(=O)(=O)c2ccc(F)cc2)c2ccccc12)S(=O)(=O)c1ccc(F)cc1 4 4 4 0 0 14 0 0 0 10
CCOC(=O)/C=C/n1ccc(-c2ccccc2)n1 2 1 2 0 1 4 0 0 0 4
CS(=O)(=O)c1ccccc1C(=O)N[C@@H](Cc1ccc(NC(=O)c2c(Cl)cccc2Cl)cc1)C(=O)O 3 3 3 0 0 11 0 0 0 8
COc1cnn(C)c(=O)c1-c1ccc(C[C@H](NC(=O)N(C)CCO)C(=O)O)cc1 2 1 2 0 1 10 0 0 0 10
Cc1cccc(-n2cc(-c3cccc(C#N)c3)nn2)c1 3 2 3 0 1 4 0 0 0 4
O=C(NC[C@@H]1COc2ccccc2O1)c1ccco1 3 1 2 1 1 5 0 0 0 5
C[C@H](N)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O 3 2 2 1 0 12 1 0 1 12
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)O)cc3)[nH]c2c1=O 3 1 3 0 2 10 0 0 0 9
O=C(O)C[C@H](NC(=O)CN1CCCC(CCc2ccc3c(n2)NCCC3)C1=O)c1cccnc1 4 0 2 2 2 9 1 0 1 9
Oc1ccc(/C=N/c2cccc3ccccc23)c(O)c1 3 3 3 0 0 3 0 0 0 3
O=C(NCCCc1ccccc1)C1CCCCN1S(=O)(=O)Cc1ccccc1 3 2 2 1 0 6 1 0 1 5
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@@H]2[C@H]1[C@@H](c1c[nH]c3cc(F)ccc13)CN2C(C)=O)C(C)(C)C 4 1 2 2 1 9 2 0 2 8
CCN(CC)c1ccc(C(=O)Nc2c(-c3ccccc3)noc2C)cc1 3 2 3 0 1 5 0 0 0 5
COc1cc2c(cc1N)n(C)c(=O)n2C 2 1 2 0 1 5 0 0 0 5
Cc1cc(NNC(=O)c2cnccn2)n2nc(SCCCc3ccccc3)nc2n1 4 1 4 0 3 10 0 0 0 9
COc1ccc(NC(=O)CN2C(=O)S/C(=C\c3cccn3-c3ccc(C(=O)O)cc3)C2=O)cc1 4 2 3 1 1 10 1 0 1 9
O=C(NCCc1ccccc1)C(Cc1ccccc1)NS(=O)(=O)c1ccc(Br)cc1 3 3 3 0 0 7 0 0 0 5
Cc1noc(C)c1-c1ccc2c(c1)[C@H](OCCO)N(C)C(=O)N2 3 1 2 1 1 7 0 0 0 7
N=C(N)Nc1cccc(C(=O)NNC(=O)CC(CC(=O)O)c2cc(Cl)cc(Cl)c2)c1 2 2 2 0 0 11 0 0 0 9
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)c1cnccc1Cl 3 1 3 0 2 7 0 0 0 6
O=C(c1ccc(-c2cn(-c3ccccc3)nn2)cc1O)c1[nH]c(Cl)c(Cl)c1-n1c(C(=O)c2ccc(-c3cn(-c4ccccc4)nn3)cc2O)cc(Cl)c1Cl 8 4 8 0 4 16 0 0 0 12
CCOc1ccc(S(=O)(=O)Nc2cc(SCC(=O)OC)c(NS(=O)(=O)c3ccc(OCC)cc3)c3ccccc23)cc1 4 4 4 0 0 13 0 0 0 10
Cn1ncc2c3[nH]n(-c4cccc(F)c4)c(=O)c3c(-c3cccc([N+](=O)[O-])c3)cc21 5 3 5 0 2 9 0 0 0 8
CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(C(=O)Nc4ccccc4)CC3)cc2)cc1[N+](=O)[O-] 5 4 4 1 0 15 1 0 1 13
CCC(=O)NC1Cc2ccccc2C(c2ccccc2)C1 3 2 2 1 0 2 0 0 0 2
CCNC(=O)[C@H](CC)[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21 4 2 3 1 1 8 0 0 0 7
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1F 2 0 1 1 1 9 1 0 1 8
O=C(NCc1ccc(C[C@H](NC(=O)[C@@H]2CCC(=O)N2Cc2ccccc2)C(=O)O)cc1)c1cccnc1 4 2 3 1 1 9 1 0 1 9
CC1(C)O[C@H]2[C@@H](CC(=O)NCCc3c[nH]c4ccccc34)O[C@@H](CNCCNc3ccccn3)[C@H]2O1 5 1 3 2 2 9 2 0 2 9
Cc1ncccc1NC1CCC[C@@H]1S(C)(=O)=O 2 0 1 1 1 5 0 1 1 4
CC[C@@H](CS(=O)(=O)C1COC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1 4 2 2 2 0 10 2 0 2 7
O=S(=O)(c1ccc(N2CC(CN3CCC(C4(C5CCCC5)NCCc5ccccc54)CC3)C2)cc1)C1CCC1 7 2 2 5 0 6 2 2 4 5
Cc1ccc2oc(=O)n(Cc3cccc(O)c3)c2c1 3 2 3 0 1 4 0 0 0 4
Nc1[nH]nc2cccc(Cl)c12 2 1 2 0 1 4 0 0 0 3
C=CCOc1nc(-c2ccc(NC(=O)CCl)cn2)nc(C)c1Cl 2 0 2 0 2 8 0 0 0 6
CN(C)C(=O)CCSC(SCCC(=O)O)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1 3 2 3 0 1 8 0 0 0 5
CC[C@@H](CNS(=O)(=O)c1ccc(C#N)cc1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1 4 3 3 1 0 11 1 0 1 8
O=C(Nc1sc2c(c1C(=O)Nc1ccccn1)CCCCC2)c1cccc(F)c1 4 1 3 1 2 7 0 0 0 5
CC[C@@H](CS(=O)(=O)C1CC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1 4 2 2 2 0 9 1 1 2 6
O=C(CN1CCN(CCNC(=O)c2[nH]c3cc(Cl)ccc3c2-c2c(-c3ccccc3)ncn2Cc2ccc(Cl)cc2)CC1)Nc1cccnc1 7 3 6 1 3 12 1 0 1 10
Cc1ccc(-c2cc3nc(-c4ccccc4)cc(N)n3n2)cc1 4 2 4 0 2 4 0 0 0 4
O=C1CN2CCCC[C@H]2c2[nH]c3ccccc3c21 4 1 2 2 1 3 1 0 1 3
