smiles NumRings NumAromaticCarbocycles NumAromaticRings NumAliphaticRings NumAromaticHeterocycles NumHeteroatoms NumSaturatedHeterocycles NumSaturatedCarbocycles NumSaturatedRings NOCount
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O 5 2 3 2 1 14 1 0 1 13
CC(C)CN(CC(=O)N(CCCCN)CC(=O)N(CC(=O)N(CCCCN)CC(=O)N(CCCCN)CC(N)=O)Cc1ccco1)C(=O)CNCCCN1CCCC1=O 2 0 1 1 1 19 1 0 1 19
CCOc1cc(C#N)ccc1C1=N[C@@H](c2ccc(Cl)cc2)[C@@H](c2ccc(Cl)cc2)N1C(=O)N1CCN(CCO)CC1 5 3 3 2 0 10 1 0 1 8
Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)CCl)cc1 2 2 2 0 0 6 0 0 0 4
Cc1ccc2c(c1)N/C(=C\C(=O)CC(C)C)C(=O)O2 2 1 1 1 0 4 0 0 0 4
CC(C)c1ccc(S(=O)(=O)N[C@@H](CNC(=O)c2ccc(CCC(=O)NC3=NCCCN3)s2)C(=O)O)cc1 3 1 2 1 1 13 0 0 0 11
CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1.O=C(O)/C=C\C(=O)O 4 2 2 2 0 6 1 0 1 5
Cc1nccc2c1[nH]c1ccccc12 3 1 3 0 2 2 0 0 0 2
O=C1CCC(=O)N1CCOC1(c2ccccc2)c2ccccc2C(=O)N1Cc1ccccc1 5 3 3 2 0 6 1 0 1 6
CCc1cc(NNC(=O)c2cnccn2)n2nc(SCc3ccccc3)nc2n1 4 1 4 0 3 10 0 0 0 9
COc1cc(C2C=C(Nc3ccccc3)C(=O)N2c2ccccc2)ccc1O 4 3 3 1 0 5 0 0 0 5
CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(F)c(F)c2)CC1 3 2 2 1 0 6 1 0 1 4
Cc1cccc(-n2ncc3c(NCc4ccc5c(c4)OCO5)ncnc32)c1 5 2 4 1 2 7 0 0 0 7
O=C(NNc1c2c(nc3ncnn13)CCC2)c1cnccn1 4 0 3 1 3 9 0 0 0 9
N=C(N)c1ccc(N2CC3(CCN(C(=O)CCCC(=O)O)CC3)CC2=O)cc1 3 1 1 2 0 8 2 0 2 8
COc1ccccc1-c1ccc(C[C@H](NC(=O)C2(c3ccnnc3)CCCC2)C(=O)O)cc1 4 2 3 1 1 7 0 1 1 7
CCN(CC)c1c(N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c(=O)c1=O 3 2 3 0 1 11 0 0 0 9
NCCCCC(=O)N[C@H]1Cc2ccccc2[C@H]1Cc1ccc2c(c1C(=O)O)OCO2 4 2 2 2 0 7 0 0 0 7
Cc1ccc(C(CC(=O)O)NC(=O)CCNC(=O)c2ccc(NC(=O)NCc3ccccc3)o2)cc1 3 2 3 0 1 10 0 0 0 10
CCOC(=O)N1CCN(C(=O)C(Cc2ccccc2)NS(=O)(=O)c2ccc3nsnc3c2)CC1 4 2 3 1 1 12 1 0 1 10
CC(C)c1cc(C(=O)N2CCc3ccccc3C2)c(O)c(O)c1O 3 2 2 1 0 5 0 0 0 5
C[C@@H]1CC(=O)Nc2cccc(C(=O)NCc3ccccc3)c2N1 3 2 2 1 0 5 0 0 0 5
Cc1cc(N2CCCN(C(=O)OC(C)(C)C)CC2)n2nc(SCc3ccccc3)nc2n1 4 1 3 1 2 9 1 0 1 8
CNc1cccc(CN(C)C(=O)c2ccc3c(c2)CN(C)C(=O)[C@H](CC(=O)O)N3)n1 3 1 2 1 1 9 0 0 0 9
O=C1NC(=O)N(c2ccccc2)C(=O)/C1=C\c1ccccc1OCc1ccccc1Cl 4 3 3 1 0 7 1 0 1 6
COCCNC(=O)c1c(NC(=O)c2ccc(Br)o2)n(Cc2ccccc2)c2nc3ccccc3nc12 5 2 5 0 3 10 0 0 0 9
O=C(Cc1n[nH]c(=O)c2ccccc12)Nc1ncc(Cc2ccccc2)s1 4 2 4 0 2 7 0 0 0 6
CN1/C(=c2\s/c(=C\c3scc[n+]3Cc3ccccc3)n(C3CC3)c2=O)Sc2cc(Cl)ccc21.[Cl-] 6 2 4 2 2 9 0 1 1 4
CC(=O)N1CSCC1C(=O)N/C(=C/c1ccc(OCc2c(Cl)cccc2Cl)cc1)C(=O)O 3 2 2 1 0 10 1 0 1 7
N[C@H](C(=O)O)c1ccc(C(=O)O)c(O)c1 1 1 1 0 0 6 0 0 0 6
CN(C)CCC(=O)Nc1ccccc1N1CCN(C(=O)C2(Oc3ccc(C(F)(F)F)cc3)CCCN(C(=O)c3cnccc3C(F)(F)F)C2)CC1.Cl 5 2 3 2 1 17 2 0 2 10
CCN1C(=O)c2cccc3c(S(=O)(=O)NC4CCCCCC4)ccc1c23 4 2 2 2 0 6 0 1 1 5
O=C(NCCOC1(c2ccccc2)c2ccccc2C(=O)N1Cc1ccccc1)c1ccncc1 5 3 4 1 1 6 0 0 0 6
COc1ccccc1C(=O)Nc1sc2c(c1C(=O)Nc1ccccn1)CCCCC2 4 1 3 1 2 7 0 0 0 6
CC(=O)N[C@@H](C)C(=S)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1 3 1 2 1 1 9 1 0 1 7
NNc1cc(-c2ccccc2)nc2ncnn12 3 1 3 0 2 6 0 0 0 6
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)CCCCNC1=O 2 1 1 1 0 12 1 0 1 10
CN(C)CC[C@H](COCc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ncnc3c2CCN(C2CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC2)C3)cc1S(=O)(=O)C(F)(F)F 7 4 5 2 1 18 1 0 1 12
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)c1cccnc1Cl 3 1 3 0 2 7 0 0 0 6
N[C@H](C(=O)O)c1cc(O)cc(O)c1 1 1 1 0 0 5 0 0 0 5
CNCCCOc1cccc(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)c1 4 1 3 1 2 10 1 0 1 6
Cl.O=C(c1cnccc1C(F)(F)F)N1CCCC(Oc2cccc(Cl)c2)(C(=O)N2CCN(c3ccccn3)CC2)C1 5 1 3 2 2 13 2 0 2 8
O=C(Nc1ccc(F)cc1)c1nc[nH]c1C(=O)O 2 1 2 0 1 7 0 0 0 6
CC(=N)Nc1cccc(C(=O)NNC(=O)CC(CC(=O)O)c2ccc(F)cc2)c1 2 2 2 0 0 9 0 0 0 8
CC(=O)N[C@@H]1CSSc2ccccc2NC(=O)[C@@H](CC(=O)O)NC(=O)CNC(=O)[C@@H](CCCN=C(N)N)NC1=O 2 1 1 1 0 17 0 0 0 15
O=C(NCCc1ccc(Cl)cc1)C1CCCN(c2ncnc3onc(-c4ccc(F)cc4)c23)C1 5 2 4 1 2 9 1 0 1 7
CCCCCOC1=C(C(=O)c2ccccc2)C(c2ccc(Br)cc2)N(CCCn2ccnc2)C1=O 4 2 3 1 1 7 0 0 0 6
CCN(CC)c1ccc(NS(=O)(=O)c2c(-c3ccccc3)noc2C)cc1 3 2 3 0 1 7 0 0 0 6
O=C(O)C(c1ccccc1)N(Cc1ccc(C(F)(F)F)cc1)C(=O)c1cccc(I)c1 3 3 3 0 0 8 0 0 0 4
O=C(c1ccco1)N1CCN(Cc2nc3ccccc3c(=O)n2-c2ccccc2Cl)CC1 5 2 4 1 2 8 1 0 1 7
O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)ccc12 3 2 3 0 1 7 0 0 0 7
N=C(N)c1cccc(NCC(=O)NCCCCCCC(=O)O)c1 1 1 1 0 0 7 0 0 0 7
CCC[C@H]1N(C(=O)c2cnccc2C(F)(F)F)CCC[C@@]1(Oc1nc(C(F)(F)F)cs1)C(=O)N1CCN(c2ccccc2OCCO)CC1 5 1 3 2 2 17 2 0 2 10
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O 3 3 3 0 0 10 0 0 0 10
CCOc1ccccc1-c1cc(-c2cc(CCC(=O)O)ccc2OC)nn1CCc1ccccc1 4 3 4 0 1 6 0 0 0 6
Cc1cc(Nc2ccc(C(=O)/C=C/c3ccc4ccccc4c3)cc2)n2nc(SCc3ccccc3)nc2n1 6 4 6 0 2 7 0 0 0 6
O=C(O)CC(NC(=O)c1ccc(CCC(=O)NC2=NCCCN2)s1)c1ccc2c(c1)OCO2 4 1 2 2 1 11 0 0 0 10
O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21 3 2 2 1 0 5 0 0 0 5
CCN(CC)c1c(N[C@@H](Cc2ccc(Oc3ncccn3)cc2)C(=O)O)c(=O)c1=O 3 2 3 0 1 9 0 0 0 9
CCOc1cc(C2Nc3cccc4cccc(c34)N2)ccc1O 4 3 3 1 0 4 0 0 0 4
COc1ccc(S(=O)(=O)Nc2cnc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1 4 3 4 0 1 13 0 0 0 11
CCC(=O)N[C@@H](Cc1nc2ccccc2s1)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)NC(c1ccccc1)c1ccccc1)C1CCCC1 5 3 4 1 1 11 0 1 1 10
O=C1CC(c2ccccc2)c2c(sc(-c3ccc(Cl)cc3)c2-c2ccc(Cl)cc2)N1CCCN1CCOCC1 6 3 4 2 1 7 1 0 1 4
O=C(O)CC(Cc1nc(CCCc2ccc3c(n2)NCCC3)no1)c1cccnc1 4 0 3 1 3 8 0 0 0 8
O=C(NCc1cccc(-c2cn3c(n2)CCC3)c1)c1ccccc1 4 2 3 1 1 4 0 0 0 4
Cc1cc(Nc2ccc(N3CCN(C)CC3)cc2)n2nc(SCC3CC3)nc2n1 5 1 3 2 2 8 1 1 2 7
COc1ccc2c(c1)c(C1=C(c3c[nH]c4ccccc34)C(=O)NC1=O)cn2CCCN(C)C 5 2 4 1 2 7 0 0 0 7
CCOc1cc(CN2CCC(N(Cc3ccccc3)C(=O)Nc3cccc(C(F)(F)F)c3)CC2)cc(Cl)c1O 4 3 3 1 0 10 1 0 1 6
O=C1NC(=O)/C(=C/c2ccccc2OCc2ccccc2)S1 3 2 2 1 0 5 1 0 1 4
COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)[C@]2(C)CCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1 4 3 3 1 0 12 1 0 1 9
N=C(N)NCCC[C@@H]1NC(=O)C[C@H]2C(=O)N(Cc3ccccc3)[C@H](CNC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O)C(=O)N2Cc1ccccc1 5 2 2 3 0 17 3 0 3 17
CN1Cc2cc(C(=O)NCc3ncc[nH]3)ccc2N[C@@H](CC(=O)O)C1=O 3 1 2 1 1 9 0 0 0 9
O=S(=O)([O-])OC[C@H]1O[C@H](O[C@@H]2[C@H](OS(=O)(=O)[O-])[C@@H](O[C@@H]3[C@H](OS(=O)(=O)[O-])[C@@H](O[C@@H]4[C@@H](OCCCCCCCCn5cc(-c6cccc7ccccc67)nn5)O[C@H](COS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])[C@@H]4OS(=O)(=O)[O-])O[C@H](COS(=O)(=O)[O-])[C@H]3OS(=O)(=O)[O-])O[C@H](COS(=O)(=O)[O-])[C@H]2OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])[C@@H](O[C@H]2O[C@H](COS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@@H]2OS(=O)(=O)[O-])[C@@H]1OS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+] 8 2 3 5 1 109 5 0 5 77
CC(C)(CNC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)NCC(C)(C)COC(=O)NCCS(=O)(=O)N[C@@H](CNC(=O)c1ccc(OCCNC2=NCCCN2)cc1)C(=O)O)COC(=O)NCCS(=O)(=O)N[C@@H](CNC(=O)c1ccc(OCCNC2=NCCCN2)cc1)C(=O)O 4 2 2 2 0 43 0 0 0 41
CN(c1ccc(O)cc1)c1nc(-c2ccccc2)cs1 3 2 3 0 1 4 0 0 0 3
CC1CC1C(=O)Nc1nc(-c2ccccn2)cs1 3 0 2 1 2 5 0 1 1 4
CCOc1ccc(C(C)=O)cc1-c1cc(NC(=O)c2ccco2)cc(-c2c(C)on(CC)c2=O)c1 4 2 4 0 2 8 0 0 0 8
O=C1C2CCCCN2C(=O)N1CCCCN1CCN(c2cccc(Br)c2)CC1 4 1 1 3 0 7 3 0 3 6
COC1(c2ccccc2C)CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(N[C@H](CCN(C)C)CSc4ccccc4)c([N+](=O)[O-])c3)cc2)CC1 5 4 4 1 0 13 1 0 1 11
Cn1nnnc1SCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1.[Na+] 4 1 2 2 1 14 1 0 1 11
Cc1c(O)c(=O)ccn1C 1 0 1 0 1 3 0 0 0 3
CN1C2=C([C@H](c3ccc(Br)cc3)n3ncnc31)[C@@H](c1ccc(Cl)cc1)Oc1ccccc12 6 3 4 2 1 7 0 0 0 5
CCOc1ccc2nc3cc(N)ccc3c(N)c2c1 3 2 3 0 1 4 0 0 0 4
O=C1C(Br)=C(N2CCOCC2)C(=O)N1c1ccc(Cl)c(Cl)c1 3 1 1 2 0 8 1 0 1 5
CC(C)c1cccc(C(C)C)c1C(=O)N[C@@H](Cc1ccc(NC(=O)c2c(Cl)cccc2Cl)cc1)C(=O)O 3 3 3 0 0 8 0 0 0 6
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2c(-c3ccccc3Cl)cccc2s1)C1CCCCC1 5 2 3 2 1 8 1 1 2 6
Cc1cccc(C(=O)N[C@@H]2C(=O)Nc3c(c(C)nn3C(C)(C)C)[C@@H]2c2ccc(F)cc2)c1 4 2 3 1 1 7 0 0 0 6
O=C(O)CC1C(c2ccc(OCCc3ccc4c(n3)NCCC4)cc2)C1(Br)Br 4 1 2 2 1 7 0 1 1 5
Cc1cccn2c(=O)c3cc(C(=O)NC4CCCC4)c(=N)n(CCc4ccccc4)c3nc12 5 1 4 1 3 7 0 1 1 7
O=C(NN=Cc1c(O)ccc2ccccc12)c1ccncc1 3 2 3 0 1 5 0 0 0 5
COc1ccc(C2=N[C@H](c3ccc(Cl)cc3)[C@H](c3ccc(Cl)cc3)N2C(=O)NCCC(=O)O)c(OC(C)C)c1 4 3 3 1 0 10 0 0 0 8
CCCCN1CCC(N(Cc2ccccc2)C(=O)Nc2cc(F)cc(F)c2)CC1 3 2 2 1 0 6 1 0 1 4
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1 2 1 2 0 1 6 0 0 0 3
Cc1cccc(C(=O)N[C@@H]2C(=O)Nc3c(c(C)nn3CCO)[C@@H]2c2ccc(F)cc2)c1 4 2 3 1 1 8 0 0 0 7
OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1 3 1 2 1 1 9 1 0 1 3
CC(=O)NC(c1ccco1)c1cc(Cl)c2ccccc2c1O 3 2 3 0 1 5 0 0 0 4
CNc1nc(NCc2ccc(NC(=O)c3ccc(Cl)nc3)cc2)c2cc(C)ccc2n1 4 2 4 0 2 8 0 0 0 7
C=C(C)CNC(=O)C(C)(C)[C@@H]1C=C[C@@]2(COCOC)[C@@H](OC(=O)NC3CCCC3)CC(C)=C[C@H]2C1 3 0 0 3 0 7 0 1 1 7
c1ccc(CN2C3=NCCN3c3ccccc32)cc1 4 2 2 2 0 3 0 0 0 3
O=C(O)C[C@@H]1Cc2ccc(OCCCNc3ccccn3)cc2CN(CC(F)(F)F)C1=O 3 1 2 1 1 10 0 0 0 7
CC1Oc2ccc(NC(=O)[C@@H](Cc3ccccc3)NC(=O)c3ccco3)cc2NC1=O 4 2 3 1 1 8 0 0 0 8
CCOc1ccc(C(C)=O)cc1NC(=O)c1ccc(OCCN2CC=NCC2)c(C(=O)OC)c1 3 2 2 1 0 9 0 0 0 9
COc1cc(C(CC(=O)O)c2cccc(CN3CC(C)Oc4ccccc4S3(=O)=O)c2)cc2nnn(C)c12 5 3 4 1 1 11 0 0 0 10
CN1C2=C(C(c3ccc(Br)cc3)Oc3ccc(Cl)cc32)C(c2ccc(Br)cc2)n2ncnc21 6 3 4 2 1 8 0 0 0 5
O=C(NCc1ccccc1)C1CCCN1C(=O)NC1CCCCC1 3 1 1 2 0 5 1 1 2 5
CC(C)[C@H](NC(=O)[C@H](C)N)C(=O)N1CCC[C@H]1C(=O)NCC1CC1 2 0 0 2 0 7 1 1 2 7
CC[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@H](CC(=O)O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1 3 2 2 1 0 10 1 0 1 7
FC(F)(F)Cc1cc2c(N3CCCC4(CCN(Cc5ccccc5)C4)C3)ncnc2s1 5 1 3 2 2 8 2 0 2 4
Cn1ncc2c3[nH]n(-c4ccc(C(=O)Nc5ccc(CCO)cc5)c(F)c4)c(=O)c3c(-c3cccc(C(F)(F)F)c3)nc21 6 3 6 0 3 13 0 0 0 9
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1 2 2 2 0 0 5 0 0 0 5
Cc1cn(-c2cc(CN3CCN(C)CC3)cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5ccccc5)n4)c3)c2)cn1 6 3 5 1 2 9 1 0 1 9
CC1(C)C=C2C(=NN(c3ccccc3)C(N)=C2C#N)CO1 3 1 1 2 0 5 0 0 0 5
Cc1cc(=O)n2ncc(C#N)c2[nH]1 2 0 2 0 2 5 0 0 0 5
Cn1ncc(-c2cccc(C(F)(F)F)c2)c(-c2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)c1=O 4 3 4 0 1 12 0 0 0 7
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)c1c(Cl)cc2c(c1Cl)CCN(C(=O)c1ccc(Cl)cc1)C2 5 3 4 1 1 10 0 0 0 7
CN(C)C(=O)c1ccc2nccnc2c1 2 1 2 0 1 4 0 0 0 4
Cc1nn(-c2ccccc2)c2c1[C@H](c1ccc(F)cc1)[C@H](C(=O)Nc1cccc(C(F)(F)F)c1)C(=O)N2 5 3 4 1 1 10 0 0 0 6
Cc1cc(Nc2cccc(C(F)(F)F)c2)n2nc(SCc3nc4ccccc4[nH]3)nc2n1 5 2 5 0 3 11 0 0 0 7
CCOC(=O)C(=O)N(Cc1ccc(F)cc1)c1ccc2c(c1)OC(C)(COc1ccc(C(=N)N)cc1)CN2C 4 3 3 1 0 10 0 0 0 9
CC(C)(C)Cc1nc(-c2nn[nH]n2)c(-c2ccc(F)c(Cl)c2)n1-c1cccc(Cl)c1F 4 2 4 0 2 10 0 0 0 6
Cc1c(P(=S)(c2ccccc2)c2ccccc2)[n+]2ccccc2n1C.[I-] 4 2 4 0 2 5 0 0 0 2
N=C(N)c1cc(F)c(C(=O)Nc2ccc3c(c2)CCC(CC(=O)O)C3=O)c(F)c1 3 2 2 1 0 9 0 0 0 7
NCc1ccc(OCCCc2sc(-c3ccc4c(c3)/C(=N/Nc3nc5ccccc5s3)CCC4)nc2C(=O)O)cc1 6 3 5 1 2 10 0 0 0 8
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O 2 2 2 0 0 5 0 0 0 5
O=C(CSc1nnc(-c2cccnc2)o1)c1cc2ccccc2oc1=O 4 1 4 0 3 8 0 0 0 7
O=S(=O)(Nc1ccccn1)c1ccc(N=Nc2ccc(O)c3c2NCCC3)cc1 4 2 3 1 1 9 0 0 0 8
O=C(Nc1cc(Br)c(O)c(Br)c1)c1cc(Br)ccc1Br 2 2 2 0 0 7 0 0 0 3
CSCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(C)=O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(N)=O 7 2 2 5 0 57 5 0 5 56
Cc1ccc(CN2C(=O)c3ccccc3C2(O)c2ccc(Cl)cc2)cc1 4 3 3 1 0 4 0 0 0 3
CSCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(C)=O)C(C)C)C(=O)N[C@H]1CCSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(=O)O)C(N)=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC1=O 6 1 1 5 0 49 5 0 5 46
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc2ccccc2n1)C(C)C 3 1 2 1 1 8 1 0 1 8
CCOc1ccc(S(=O)(=O)N(CCOC)CCOC)cc1C1=N[C@@H](c2ccc(Cl)cc2)[C@@H](c2ccc(Cl)cc2)N1C(=O)N1CCNC(=O)C1 5 3 3 2 0 15 1 0 1 12
O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)c1cc(Cl)ccc1Cl 3 2 3 0 1 7 0 0 0 5
NS(=O)(=O)c1cccc2c1c([N+](=O)[O-])cc1nc(O)c(O)nc12 3 2 3 0 1 11 0 0 0 10
CCN(CC)c1ccc(NC(=O)c2c(SC)nsc2SC)cc1 2 1 2 0 1 7 0 0 0 4
Cc1cn(C[C@@H](CC(=O)O)NC(=O)OCc2ccccc2)c(=O)nc1NCc1csc(NC(=O)NCc2ccccc2)n1 4 2 4 0 2 14 0 0 0 13
O=C(O)[C@H](Cc1ccccc1)N1C(=O)c2cc(I)ccc2NC(=O)[C@@H]1c1ccc(Cl)cc1 4 3 3 1 0 8 0 0 0 6
CC[C@@H](C)Oc1cc2c(cc1OC)CC(=O)N(c1ccc(N(C)Cc3cccc(F)c3)cc1)C2c1ccc(Cl)cc1 5 4 4 1 0 7 0 0 0 5
O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1 7 6 6 1 0 11 1 0 1 10
O=C(O)CC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccc(C(F)(F)F)cc1)NC(=O)c1cc2cc(Cl)ccc2[nH]1)C(=O)Nc1ccccc1 4 3 4 0 1 17 0 0 0 13
NC(Cc1cc(O)c(O)cc1O)C(=O)O 1 1 1 0 0 6 0 0 0 6
Cc1cc(Nc2ccc(F)cc2)n2nccc2n1 3 1 3 0 2 5 0 0 0 4
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CCN(C)C(=O)C4)CC3)nc1)C(=O)C2 6 2 3 3 1 10 1 1 2 9
CSCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(C)=O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(N)=O 6 2 2 4 0 57 4 0 4 56
CCN(CC)c1ccc(/C=N/NC(=O)c2ccco2)c(O)c1 2 1 2 0 1 6 0 0 0 6
N#Cc1c(-c2ccccc2)c(NCC(=O)NCc2ccco2)n2c(Cl)cccc12 4 1 4 0 3 7 0 0 0 6
COc1ccc(Br)cc1-c1nc(N)nc2[nH]cnc12 3 1 3 0 2 7 0 0 0 6
Oc1ccccc1/C=N/Nc1ccccc1 2 2 2 0 0 3 0 0 0 3
C=CCn1c(CSc2nc(C)cc(C)n2)nnc1SCC(=O)Nc1ccc(C(C)C)cc1 3 1 3 0 2 9 0 0 0 7
O=C(O)c1cccc(S(=O)(=O)N2c3cccc(=O)n3[C@@H](c3ccc(Cl)cc3)[C@H]2c2ccc(Cl)cc2)c1 5 3 4 1 1 10 0 0 0 7
O=C1/C(=C/c2ccc(O)c(O)c2)Oc2ccccc21 3 2 2 1 0 4 0 0 0 4
O=C(O)C[C@H](NC(=O)[C@@H]1CCCN(C(=O)CCC2CCNCC2)C1)c1ccc(-c2ccsc2)nc1 4 0 2 2 2 9 2 0 2 8
COc1ccc2c(c1)CCN1C(=O)C3CCCC(C21)N3S(=O)(=O)Nc1ccc(F)nc1 5 1 2 3 1 10 2 0 2 8
O=C(N[C@@H](Cc1ccc(OCCc2cccc(NCC3CC3)n2)cc1)C(=O)O)c1c(Cl)cccc1Cl 4 2 3 1 1 9 0 1 1 7
O=C(O)CC(c1ccc2c(c1)OCO2)C1CCN(C(=O)CCc2ccc3c(n2)NCCC3)CC1 5 1 2 3 1 8 1 0 1 8
Nc1c2c(nc3ncnn13)CCC2 3 0 2 1 2 5 0 0 0 5
COc1ccccc1C(CC(=O)O)n1ccc2cc(OCCc3ccc4c(n3)NCCC4)ccc21 5 2 4 1 2 7 0 0 0 7
CCN(CC)c1ccc(NC(=O)c2c(-c3ccsc3)noc2C)cc1 3 1 3 0 2 6 0 0 0 5
Clc1ncc[nH]1 1 0 1 0 1 3 0 0 0 2
COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3nn(C)c4ccccc34)c12 6 2 6 0 4 9 0 0 0 9
C[C@H](O)c1cccc(NC(=O)c2ccc(-n3[nH]c4c(c(-c5cccc(C(F)(F)F)c5)nc5c4cnn5C)c3=O)cc2)c1 6 3 6 0 3 12 0 0 0 9
CCCCCNc1nc(N2CCCC2)c2c(c1C#N)CCN(C)C2 3 0 1 2 1 5 1 0 1 5
O=C(Nc1ccc(C[C@H](NC(=O)C2CCC(=O)N2Cc2ccccc2)C(=O)O)cc1)c1c(Cl)cccc1Cl 4 3 3 1 0 10 1 0 1 8
O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2c(F)c(F)c(F)c(F)c12 4 2 3 1 1 10 1 0 1 6
